regulation_id,country_id,rule_type,description,effective_date,end_date,is_active,tax_rate,compliance_category
REG001939,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2023,2023-10-27,2024-10-01,False,,Taxation
REG001940,AU,Social Security,Social Security regulation for Australia in 2024,2024-11-28,2026-04-27,False,0.29,Taxation
REG001941,US,Social Security,Social Security regulation for United States in 2024,2024-06-14,9999-12-31,True,0.17,Taxation
REG001942,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2023,2023-10-07,9999-12-31,True,,Labor Law
REG001943,DE,Employee Benefits,Employee Benefits regulation for Germany in 2024,2024-07-19,2026-04-22,False,,Taxation
REG001944,IN,Minimum Wage,Minimum Wage regulation for India in 2024,2024-08-11,9999-12-31,True,,Payroll Reporting
REG001945,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2024,2024-03-11,9999-12-31,True,,Labor Law
REG001946,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2024,2024-04-13,9999-12-31,True,,Payroll Reporting
REG001947,US,Minimum Wage,Minimum Wage regulation for United States in 2025,2025-01-13,9999-12-31,True,,Taxation
REG001948,DE,Overtime Pay,Overtime Pay regulation for Germany in 2023,2023-06-28,2024-02-07,False,,Payroll Reporting
REG001949,JP,Income Tax,Income Tax regulation for Japan in 2024,2024-11-28,9999-12-31,True,0.17,Taxation
REG001950,FR,Payroll Reporting,Payroll Reporting regulation for France in 2024,2024-04-08,2025-07-14,False,,Labor Law
REG001951,ZA,Income Tax,Income Tax regulation for South Africa in 2024,2024-11-19,2025-12-02,False,0.22,Labor Law
REG001952,IN,Overtime Pay,Overtime Pay regulation for India in 2024,2024-11-02,2026-03-27,False,,Payroll Reporting
REG001953,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-06-17,2025-05-22,False,,Taxation
REG001954,IN,Social Security,Social Security regulation for India in 2025,2025-04-11,9999-12-31,True,0.34,Labor Law
REG001955,JP,Social Security,Social Security regulation for Japan in 2023,2023-10-23,2025-10-21,False,0.26,Labor Law
REG001956,BR,Employee Benefits,Employee Benefits regulation for Brazil in 2024,2024-01-21,9999-12-31,True,,Taxation
REG001957,FR,Social Security,Social Security regulation for France in 2025,2025-02-12,9999-12-31,True,0.24,Labor Law
REG001958,AU,Income Tax,Income Tax regulation for Australia in 2024,2024-04-29,9999-12-31,True,0.38,Taxation
REG001959,JP,Income Tax,Income Tax regulation for Japan in 2024,2024-06-08,9999-12-31,True,0.21,Labor Law
REG001960,ZA,Income Tax,Income Tax regulation for South Africa in 2024,2024-10-29,2025-08-29,False,0.28,Taxation
REG001961,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2023,2023-09-14,9999-12-31,True,,Labor Law
REG001962,UK,Income Tax,Income Tax regulation for United Kingdom in 2024,2024-02-01,2025-11-07,False,0.38,Taxation
REG001963,JP,Payroll Reporting,Payroll Reporting regulation for Japan in 2024,2024-10-23,9999-12-31,True,,Taxation
REG001964,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2023,2023-06-12,9999-12-31,True,,Payroll Reporting
REG001965,AU,Overtime Pay,Overtime Pay regulation for Australia in 2023,2023-07-06,9999-12-31,True,,Labor Law
REG001966,FR,Overtime Pay,Overtime Pay regulation for France in 2023,2023-06-24,9999-12-31,True,,Labor Law
REG001967,UK,Income Tax,Income Tax regulation for United Kingdom in 2025,2025-02-28,9999-12-31,True,0.17,Taxation
REG001968,CA,Income Tax,Income Tax regulation for Canada in 2024,2024-12-26,9999-12-31,True,0.33,Payroll Reporting
REG001969,UK,Income Tax,Income Tax regulation for United Kingdom in 2025,2025-03-19,9999-12-31,True,0.38,Payroll Reporting
REG001970,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2024,2024-01-02,9999-12-31,True,,Labor Law
REG001971,UK,Employee Benefits,Employee Benefits regulation for United Kingdom in 2025,2025-05-09,9999-12-31,True,,Payroll Reporting
REG001972,BR,Social Security,Social Security regulation for Brazil in 2024,2024-03-04,2024-12-27,False,0.23,Payroll Reporting
REG001973,US,Minimum Wage,Minimum Wage regulation for United States in 2023,2023-07-05,2025-04-06,False,,Taxation
REG001974,JP,Minimum Wage,Minimum Wage regulation for Japan in 2023,2023-05-27,2023-11-24,False,,Payroll Reporting
REG001975,CA,Income Tax,Income Tax regulation for Canada in 2024,2024-10-03,2026-07-09,False,0.13,Payroll Reporting
REG001976,JP,Overtime Pay,Overtime Pay regulation for Japan in 2024,2024-01-01,9999-12-31,True,,Taxation
REG001977,US,Social Security,Social Security regulation for United States in 2023,2023-07-01,9999-12-31,True,0.18,Labor Law
REG001978,DE,Minimum Wage,Minimum Wage regulation for Germany in 2023,2023-08-14,2025-06-09,False,,Taxation
REG001979,IN,Overtime Pay,Overtime Pay regulation for India in 2024,2024-10-11,2026-08-05,False,,Payroll Reporting
REG001980,CA,Income Tax,Income Tax regulation for Canada in 2024,2024-02-11,2025-05-10,False,0.11,Taxation
REG001981,FR,Minimum Wage,Minimum Wage regulation for France in 2023,2023-07-11,2025-06-27,False,,Labor Law
REG001982,US,Payroll Reporting,Payroll Reporting regulation for United States in 2023,2023-12-05,9999-12-31,True,,Taxation
REG001983,ZA,Income Tax,Income Tax regulation for South Africa in 2024,2024-06-08,9999-12-31,True,0.22,Payroll Reporting
REG001984,CA,Income Tax,Income Tax regulation for Canada in 2023,2023-08-02,9999-12-31,True,0.34,Labor Law
REG001985,CA,Income Tax,Income Tax regulation for Canada in 2024,2024-11-01,9999-12-31,True,0.35,Taxation
REG001986,BR,Social Security,Social Security regulation for Brazil in 2023,2023-07-05,2025-04-06,False,0.21,Taxation
REG001987,JP,Income Tax,Income Tax regulation for Japan in 2023,2023-09-05,2025-07-16,False,0.38,Labor Law
REG001988,BR,Income Tax,Income Tax regulation for Brazil in 2023,2023-06-23,9999-12-31,True,0.12,Payroll Reporting
REG001989,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2024,2024-08-02,2025-11-27,False,,Labor Law
REG001990,UK,Social Security,Social Security regulation for United Kingdom in 2023,2023-09-08,2024-10-23,False,0.22,Labor Law
REG001991,CA,Income Tax,Income Tax regulation for Canada in 2024,2024-02-28,9999-12-31,True,0.18,Labor Law
REG001992,JP,Overtime Pay,Overtime Pay regulation for Japan in 2025,2025-01-21,9999-12-31,True,,Labor Law
REG001993,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2023,2023-10-29,2025-10-09,False,,Payroll Reporting
REG001994,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2023,2023-12-13,2025-11-21,False,,Taxation
REG001995,FR,Income Tax,Income Tax regulation for France in 2023,2023-11-24,9999-12-31,True,0.22,Taxation
REG001996,US,Income Tax,Income Tax regulation for United States in 2025,2025-03-11,9999-12-31,True,0.38,Labor Law
REG001997,FR,Income Tax,Income Tax regulation for France in 2025,2025-01-10,9999-12-31,True,0.33,Labor Law
REG001998,FR,Social Security,Social Security regulation for France in 2024,2024-09-13,2026-01-26,False,0.27,Labor Law
REG001999,ZA,Social Security,Social Security regulation for South Africa in 2024,2024-10-28,9999-12-31,True,0.34,Taxation
REG002000,FR,Payroll Reporting,Payroll Reporting regulation for France in 2024,2024-07-10,9999-12-31,True,,Taxation
REG002001,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2024,2024-05-22,9999-12-31,True,,Payroll Reporting
REG002002,DE,Income Tax,Income Tax regulation for Germany in 2023,2023-10-30,9999-12-31,True,0.18,Taxation
REG002003,IN,Income Tax,Income Tax regulation for India in 2023,2023-11-11,2025-02-26,False,0.19,Labor Law
REG002004,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2024,2024-09-15,2026-06-15,False,,Labor Law
REG002005,BR,Social Security,Social Security regulation for Brazil in 2025,2025-01-29,9999-12-31,True,0.17,Payroll Reporting
REG002006,JP,Minimum Wage,Minimum Wage regulation for Japan in 2024,2024-07-08,2025-12-20,False,,Labor Law
REG002007,IN,Social Security,Social Security regulation for India in 2023,2023-06-21,9999-12-31,True,0.24,Payroll Reporting
REG002008,US,Social Security,Social Security regulation for United States in 2024,2024-12-11,9999-12-31,True,0.21,Taxation
REG002009,US,Minimum Wage,Minimum Wage regulation for United States in 2024,2024-09-13,9999-12-31,True,,Labor Law
REG002010,DE,Minimum Wage,Minimum Wage regulation for Germany in 2024,2024-02-17,9999-12-31,True,,Payroll Reporting
REG002011,DE,Employee Benefits,Employee Benefits regulation for Germany in 2023,2023-12-23,9999-12-31,True,,Payroll Reporting
REG002012,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2024,2024-11-12,2026-01-07,False,,Taxation
REG002013,FR,Social Security,Social Security regulation for France in 2025,2025-05-23,9999-12-31,True,0.39,Labor Law
REG002014,DE,Employee Benefits,Employee Benefits regulation for Germany in 2025,2025-05-24,9999-12-31,True,,Taxation
REG002015,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2023,2023-07-26,2024-06-25,False,,Taxation
REG002016,JP,Minimum Wage,Minimum Wage regulation for Japan in 2024,2024-04-18,2025-09-17,False,,Payroll Reporting
REG002017,BR,Payroll Reporting,Payroll Reporting regulation for Brazil in 2024,2024-08-28,9999-12-31,True,,Labor Law
REG002018,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2024,2024-05-03,2025-02-01,False,,Labor Law
REG002019,UK,Social Security,Social Security regulation for United Kingdom in 2024,2024-12-10,2025-12-30,False,0.34,Labor Law
REG002020,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2024,2024-12-23,2025-07-25,False,,Labor Law
REG002021,US,Minimum Wage,Minimum Wage regulation for United States in 2024,2024-05-24,2025-03-03,False,,Labor Law
REG002022,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2024,2024-05-08,2025-03-12,False,,Taxation
REG002023,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2024,2024-01-31,9999-12-31,True,,Labor Law
REG002024,US,Overtime Pay,Overtime Pay regulation for United States in 2023,2023-08-11,9999-12-31,True,,Labor Law
REG002025,CA,Overtime Pay,Overtime Pay regulation for Canada in 2023,2023-09-25,2025-05-07,False,,Taxation
REG002026,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2024,2024-08-19,2025-03-02,False,,Taxation
REG002027,CA,Employee Benefits,Employee Benefits regulation for Canada in 2025,2025-03-23,9999-12-31,True,,Payroll Reporting
REG002028,AU,Minimum Wage,Minimum Wage regulation for Australia in 2023,2023-09-09,2024-03-12,False,,Taxation
REG002029,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2023,2023-08-04,9999-12-31,True,,Labor Law
REG002030,IN,Overtime Pay,Overtime Pay regulation for India in 2024,2024-03-18,9999-12-31,True,,Payroll Reporting
REG002031,JP,Overtime Pay,Overtime Pay regulation for Japan in 2025,2025-04-25,9999-12-31,True,,Labor Law
REG002032,ZA,Social Security,Social Security regulation for South Africa in 2024,2024-03-21,2025-08-12,False,0.14,Payroll Reporting
REG002033,US,Minimum Wage,Minimum Wage regulation for United States in 2024,2024-01-10,9999-12-31,True,,Payroll Reporting
REG002034,IN,Overtime Pay,Overtime Pay regulation for India in 2023,2023-07-08,9999-12-31,True,,Taxation
REG002035,US,Employee Benefits,Employee Benefits regulation for United States in 2023,2023-11-09,9999-12-31,True,,Taxation
REG002036,US,Income Tax,Income Tax regulation for United States in 2023,2023-10-29,2025-07-04,False,0.12,Taxation
REG002037,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2023,2023-12-30,9999-12-31,True,,Payroll Reporting
REG002038,CA,Minimum Wage,Minimum Wage regulation for Canada in 2023,2023-12-10,9999-12-31,True,,Taxation
REG002039,UK,Social Security,Social Security regulation for United Kingdom in 2024,2024-05-31,9999-12-31,True,0.11,Payroll Reporting
REG002040,JP,Payroll Reporting,Payroll Reporting regulation for Japan in 2024,2024-03-27,9999-12-31,True,,Payroll Reporting
REG002041,BR,Payroll Reporting,Payroll Reporting regulation for Brazil in 2024,2024-12-20,2026-07-07,False,,Payroll Reporting
REG002042,ZA,Income Tax,Income Tax regulation for South Africa in 2024,2024-09-30,2026-07-31,False,0.14,Payroll Reporting
REG002043,BR,Income Tax,Income Tax regulation for Brazil in 2025,2025-02-17,9999-12-31,True,0.12,Payroll Reporting
REG002044,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2024,2024-06-01,9999-12-31,True,,Labor Law
REG002045,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-06-21,9999-12-31,True,,Payroll Reporting
REG002046,DE,Minimum Wage,Minimum Wage regulation for Germany in 2025,2025-02-06,9999-12-31,True,,Labor Law
REG002047,DE,Income Tax,Income Tax regulation for Germany in 2024,2024-02-05,9999-12-31,True,0.14,Taxation
REG002048,JP,Payroll Reporting,Payroll Reporting regulation for Japan in 2023,2023-05-31,9999-12-31,True,,Taxation
REG002049,US,Overtime Pay,Overtime Pay regulation for United States in 2024,2024-07-30,9999-12-31,True,,Taxation
REG002050,JP,Employee Benefits,Employee Benefits regulation for Japan in 2024,2024-02-09,2025-05-28,False,,Taxation
REG002051,FR,Overtime Pay,Overtime Pay regulation for France in 2024,2024-07-06,9999-12-31,True,,Payroll Reporting
REG002052,BR,Income Tax,Income Tax regulation for Brazil in 2024,2024-08-17,9999-12-31,True,0.16,Labor Law
REG002053,UK,Employee Benefits,Employee Benefits regulation for United Kingdom in 2023,2023-08-15,2024-10-12,False,,Labor Law
REG002054,JP,Social Security,Social Security regulation for Japan in 2024,2024-12-05,2025-08-09,False,0.22,Labor Law
REG002055,DE,Minimum Wage,Minimum Wage regulation for Germany in 2025,2025-04-16,9999-12-31,True,,Taxation
REG002056,BR,Social Security,Social Security regulation for Brazil in 2023,2023-10-01,9999-12-31,True,0.33,Payroll Reporting
REG002057,UK,Employee Benefits,Employee Benefits regulation for United Kingdom in 2024,2024-03-13,9999-12-31,True,,Payroll Reporting
REG002058,IN,Minimum Wage,Minimum Wage regulation for India in 2025,2025-03-27,9999-12-31,True,,Taxation
REG002059,JP,Social Security,Social Security regulation for Japan in 2023,2023-06-29,2025-04-04,False,0.37,Taxation
REG002060,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2024,2024-06-09,9999-12-31,True,,Labor Law
REG002061,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2023,2023-12-11,2024-11-24,False,,Taxation
REG002062,AU,Social Security,Social Security regulation for Australia in 2024,2024-10-08,2025-12-25,False,0.18,Payroll Reporting
REG002063,JP,Minimum Wage,Minimum Wage regulation for Japan in 2023,2023-12-20,9999-12-31,True,,Payroll Reporting
REG002064,DE,Employee Benefits,Employee Benefits regulation for Germany in 2024,2024-01-13,2025-12-12,False,,Taxation
REG002065,UK,Income Tax,Income Tax regulation for United Kingdom in 2025,2025-05-26,9999-12-31,True,0.19,Taxation
REG002066,BR,Income Tax,Income Tax regulation for Brazil in 2024,2024-09-16,2025-12-03,False,0.11,Payroll Reporting
REG002067,JP,Income Tax,Income Tax regulation for Japan in 2024,2024-11-08,2026-09-30,False,0.24,Labor Law
REG002068,AU,Employee Benefits,Employee Benefits regulation for Australia in 2024,2024-04-16,2024-12-09,False,,Payroll Reporting
REG002069,DE,Employee Benefits,Employee Benefits regulation for Germany in 2024,2024-02-24,9999-12-31,True,,Labor Law
REG002070,JP,Overtime Pay,Overtime Pay regulation for Japan in 2025,2025-02-06,9999-12-31,True,,Payroll Reporting
REG002071,US,Social Security,Social Security regulation for United States in 2024,2024-04-26,2025-01-31,False,0.31,Taxation
REG002072,CA,Overtime Pay,Overtime Pay regulation for Canada in 2024,2024-03-29,9999-12-31,True,,Labor Law
REG002073,IN,Income Tax,Income Tax regulation for India in 2024,2024-05-20,2025-05-17,False,0.37,Labor Law
REG002074,DE,Employee Benefits,Employee Benefits regulation for Germany in 2023,2023-08-16,9999-12-31,True,,Taxation
REG002075,IN,Social Security,Social Security regulation for India in 2025,2025-02-03,9999-12-31,True,0.2,Labor Law
REG002076,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2023,2023-07-16,9999-12-31,True,,Taxation
REG002077,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2023,2023-06-13,2025-04-24,False,,Labor Law
REG002078,BR,Employee Benefits,Employee Benefits regulation for Brazil in 2025,2025-03-16,9999-12-31,True,,Labor Law
REG002079,ZA,Social Security,Social Security regulation for South Africa in 2023,2023-06-03,2025-04-13,False,0.36,Labor Law
REG002080,AU,Income Tax,Income Tax regulation for Australia in 2024,2024-04-08,9999-12-31,True,0.18,Labor Law
REG002081,CA,Employee Benefits,Employee Benefits regulation for Canada in 2024,2024-03-15,9999-12-31,True,,Taxation
REG002082,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2023,2023-05-28,9999-12-31,True,,Labor Law
REG002083,FR,Income Tax,Income Tax regulation for France in 2024,2024-07-25,9999-12-31,True,0.31,Labor Law
REG002084,IN,Minimum Wage,Minimum Wage regulation for India in 2023,2023-07-01,2025-04-15,False,,Labor Law
REG002085,UK,Income Tax,Income Tax regulation for United Kingdom in 2024,2024-01-04,9999-12-31,True,0.21,Payroll Reporting
REG002086,CA,Employee Benefits,Employee Benefits regulation for Canada in 2023,2023-12-01,9999-12-31,True,,Taxation
